session_id,module_id,subsession_id,group_id,round_number,module,num_players,total_contribution
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g5,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g6,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g7,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g8,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g9,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g10,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g11,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g12,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g13,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g14,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g15,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g16,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g17,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g18,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g19,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g20,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g21,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g22,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g23,1,questionnaire,1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1,public_good_experiment_20260518T134422Z_xaji0y_s1_questionnaire_r1_g24,1,questionnaire,1,
