session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,pgg_quiz_1,pgg_quiz_1_speculation_score,pgg_quiz_2,pgg_quiz_2_speculation_score,pgg_quiz_3,pgg_quiz_3_speculation_score,endowment,decision,decision_speculation_score,public_account_earnings,private_account_remaining,payoff,belief,belief_speculation_score,comments
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_19_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_19,19,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,11,5,0.2,9.5,6,15.5,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_20_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_20,20,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,13,7,0.2,9.5,6,15.5,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_21_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_21,21,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,17,0,0.1,5,17,22,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_22_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_22,22,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,14,3,0.1,5,11,16,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_23_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_23,23,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.05,Equally among all members,0.01,None of the above,0.02,14,0,0.05,5,14,19,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_24_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,public_good_experiment_20260518T134422Z_xaji0y_24,24,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r1,1,pgg,10,0.0,Equally among all members,0.0,None of the above,0.0,14,7,0.3,5,7,12,,,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_1_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_1,1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,12,6,0.0,12.5,6,18.5,7,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_2_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_2,2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,6,0.1,12.5,5,17.5,7,0.0,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_3_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_3,3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,12,7,0.3,12.5,5,17.5,7,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_4_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_4,4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,11,6,0.2,12.5,5,17.5,7,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_5_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_5,5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,14,0,0.2,6,14,20,3,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_6_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_6,6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,14,3,0.3,6,11,17,3,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_7_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_7,7,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,14,2,0.1,6,12,18,3,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_8_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_8,8,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,14,7,0.2,6,7,13,3,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_9_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_9,9,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,15,6,0.2,13.5,9,22.5,7,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_10_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_10,10,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,12,6,0.2,13.5,6,19.5,7,0.05,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_11_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_11,11,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,17,7,0.3,13.5,10,23.5,7,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_12_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_12,12,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,12,8,0.2,13.5,4,17.5,7,0.5,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_13_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_13,13,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,18,0,0.1,5.5,18,23.5,3,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_14_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_14,14,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,19,5,0.2,5.5,14,19.5,3,0.2,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_15_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_15,15,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,19,0,0.1,5.5,19,24.5,3,0.8,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_16_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_16,16,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,18,6,0.0,5.5,12,17.5,3,0.8,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_17_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_17,17,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,4,0.2,14.5,12,26.5,5,0.05,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_18_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_18,18,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,7,0.2,14.5,9,23.5,5,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_19_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_19,19,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,16,10,0.05,14.5,6,20.5,5,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_20_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_20,20,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,14,8,0.0,14.5,6,20.5,5,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_21_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_21,21,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,13,0,0.0,4,13,17,3,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_22_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_22,22,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,13,2,0.2,4,11,15,3,0.6,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_23_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_23,23,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,13,0,0.05,4,13,17,3,0.02,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_24_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,public_good_experiment_20260518T134422Z_xaji0y_24,24,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2_g6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r2,2,pgg,,,,,,,13,6,0.05,4,7,11,3,0.4,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_1_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_1,1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,11,6,0.1,12.5,5,17.5,7,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_2_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_2,2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,6,0.1,12.5,10,22.5,7,0.0,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_3_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_3,3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,7,0.3,12.5,9,21.5,7,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_4_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_4,4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g1,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,6,0.1,12.5,6,18.5,7,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_5_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_5,5,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,0,0.05,6.5,12,18.5,3,0.0,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_6_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_6,6,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,14,3,0.2,6.5,11,17.5,3,0.3,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_7_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_7,7,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,2,0.1,6.5,10,16.5,3,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_8_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_8,8,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g2,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,8,0.2,6.5,4,10.5,3,0.0,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_9_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_9,9,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,12,6,0.2,13,6,19,7,0.0,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_10_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_10,10,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,17,6,0.2,13,11,24,7,0.05,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_11_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_11,11,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,11,7,0.2,13,4,17,7,0.1,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_12_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_12,12,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g3,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,17,7,0.3,13,10,23,7,0.5,
public_good_experiment_20260518T134422Z_xaji0y_s1,public_good_experiment_20260518T134422Z_xaji0y_13_public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,public_good_experiment_20260518T134422Z_xaji0y_13,13,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3_g4,public_good_experiment_20260518T134422Z_xaji0y_s1_pgg_r3,3,pgg,,,,,,,16,0,0.05,5.5,16,21.5,3,0.1,
